pat.r,pat.c,rv.E_pas,rv.E_act,rv.k_pas,ra.E_pas,ra.E_act,ra.k_pas,T,sas.r,sas.c,sas.l,sas.v_ref,sat.r,sat.c,sat.l,sat.v_ref,svn.r,svn.c,svn.l,svn.v_ref,pas.r,pas.c,pas.l,pas.v_ref,pat.l,pat.v_ref,pvn.r,pvn.c,pvn.l,pvn.v_ref,ao.CQ,ao.RRA,mi.CQ,mi.RRA,po.CQ,po.RRA,ti.CQ,ti.RRA,lv.E_pas,lv.E_act,lv.v_ref,lv.k_pas,lv.v,la.E_pas,la.E_act,la.v_ref,la.tpwb,la.k_pas,la.v,rv.v_ref,rv.v,ra.v_ref,ra.tpwb,ra.v,la.delay,ra.delay,lv.tr,rv.tr,la.tpww,ra.tpww,lv.td,rv.td,sas.v,sat.v,svn.v,pas.v,pat.v,pvn.v
2.218869474250823037e-01,5.531064745783805137e+00,7.540552396606654550e-01,1.984904890577308789e+00,1.716677063674851983e-02,4.949455410242080688e-01,2.005814651492983103e-01,1.533480650538951093e-02,4.522068508714437440e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,6.783102763071656438e-02,6.783102763071656438e-02,1.356620552614331288e-01,1.356620552614331288e-01,4.069861657842993585e-02,4.069861657842993585e-02,2.034930828921496793e-01,2.034930828921496793e-01,9.092587697986870277e-01,1.818517539597374011e+01,2.329975597609135605e+02,2.045832232047045895e+00,6.286461408035337683e+01,2.329975597609135605e+02
3.537509655859321089e-01,2.340594097413122299e+00,5.893848257977516436e-01,2.780719815567135988e+00,2.988683160824887053e-02,5.583768337965011597e-01,3.152622499037533998e-01,2.593840570721681754e-02,7.614926080405711728e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,1.142238912060856704e-01,1.142238912060856704e-01,2.284477824121713407e-01,2.284477824121713407e-01,6.853433472365140500e-02,6.853433472365140500e-02,3.426716736182570111e-01,3.426716736182570111e-01,9.734385328027838069e-01,1.946877065605567481e+01,2.494436240307133517e+02,2.190236698806263593e+00,2.848030605090857037e+01,2.494436240307133517e+02
3.318879967834800215e-01,4.770001504942774417e+00,4.835130806267262105e-01,3.373012657091021715e+00,2.678298640673328068e-02,6.697371127083897591e-01,2.374939476139843464e-01,1.878280806513782375e-02,5.156236295402050196e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,7.734354443103075294e-02,7.734354443103075294e-02,1.546870888620615059e-01,1.546870888620615059e-01,4.640612665861845038e-02,4.640612665861845038e-02,2.320306332930922588e-01,2.320306332930922588e-01,9.237874996798798310e-01,1.847574999359759573e+01,2.367205467929692020e+02,2.078521874279729786e+00,5.508084704650437402e+01,2.367205467929692020e+02
1.562779375631362100e-01,2.499784226529300213e+00,9.881691610999407960e-01,1.302536958525888577e+00,1.905221724396105598e-02,3.563068332150578499e-01,3.715848359279334545e-01,2.938642637865990226e-02,6.937232597917317722e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,1.040584889687597575e-01,1.040584889687597575e-01,2.081169779375195150e-01,2.081169779375195150e-01,6.243509338125585728e-02,6.243509338125585728e-02,3.121754669062792864e-01,3.121754669062792864e-01,9.700222509935572113e-01,1.940044501987114245e+01,2.485682018170990375e+02,2.182550064735503614e+00,3.031057903020175104e+01,2.485682018170990375e+02
2.657810562942176658e-01,3.997661232762038441e+00,5.410526058450342290e-01,2.148958823457360445e+00,1.136928208261448782e-02,3.948558378033339977e-01,1.441277056001126766e-01,2.029703488766401720e-02,8.778622534871101113e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,1.316793380230665000e-01,1.316793380230665000e-01,2.633586760461330001e-01,2.633586760461330001e-01,7.900760281383990835e-02,7.900760281383990835e-02,3.950380140691994724e-01,3.950380140691994724e-01,9.390140020312406355e-01,1.878028004062481315e+01,2.406223380205053957e+02,2.112781504570291347e+00,4.692324841176281325e+01,2.406223380205053957e+02
3.976734927576034417e-01,3.389944839105009766e+00,7.107759719900788031e-01,1.179153887252323285e+00,2.411926369756366845e-02,5.832565533928573132e-01,2.774928756989538670e-01,1.089937658455129681e-02,6.295405898243189302e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,9.443108847364783953e-02,9.443108847364783953e-02,1.888621769472956791e-01,1.888621769472956791e-01,5.665865308418870094e-02,5.665865308418870094e-02,2.832932654209435186e-01,2.832932654209435186e-01,9.513524859990178939e-01,1.902704971998035788e+01,2.437840745372483298e+02,2.140543093497790039e+00,4.031290562602614358e+01,2.437840745372483298e+02
3.934409441333263646e-01,3.907360986806451830e+00,4.131765621714294512e-01,2.966430242103524684e+00,1.616757697851676362e-02,3.605320239439606667e-01,3.521067714318633080e-01,2.114305356525163909e-02,5.557542480528354645e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,8.336313720792531967e-02,8.336313720792531967e-02,1.667262744158506393e-01,1.667262744158506393e-01,5.001788232475518764e-02,5.001788232475518764e-02,2.500894116237759590e-01,2.500894116237759590e-01,9.408270869167247863e-01,1.881654173833449661e+01,2.410869410224107412e+02,2.116860945562630825e+00,4.595188818436466249e+01,2.410869410224107412e+02
2.615370331797748360e-01,3.533477129042148057e+00,9.132520828023553694e-01,1.800422485964372710e+00,2.842008766098227251e-02,6.721016848459839821e-01,2.258283533155918121e-01,1.053975970348343220e-02,9.374325155466795012e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,1.406148773320019252e-01,1.406148773320019252e-01,2.812297546640038504e-01,2.812297546640038504e-01,8.436892639920115511e-02,8.436892639920115511e-02,4.218446319960057478e-01,4.218446319960057478e-01,9.484091885938026323e-01,1.896818377187605265e+01,2.430298545771618990e+02,2.133920674336055701e+00,4.188977721087028527e+01,2.430298545771618990e+02
1.714204536098986875e-01,4.916269773244857255e+00,6.172790765948594771e-01,2.393787293625064372e+00,2.075599297970998763e-02,5.710059548728168011e-01,2.579690050333738327e-01,1.976533792748674800e-02,7.710162228345871505e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,1.156524334251880642e-01,1.156524334251880642e-01,2.313048668503761285e-01,2.313048668503761285e-01,6.939146005511284687e-02,6.939146005511284687e-02,3.469573002755642066e-01,3.469573002755642066e-01,9.209593006911644952e-01,1.841918601382328902e+01,2.359958208021108987e+02,2.072158426555120059e+00,5.659605465470866648e+01,2.359958208021108987e+02
3.470189274754374997e-01,2.404885059036314221e+00,7.824202854931355811e-01,8.458532914984970841e-01,1.348485106045659541e-02,3.844067300669848919e-01,1.324163647368550301e-01,2.916267177884560025e-02,4.591156549006700782e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,6.886734823510050341e-02,6.886734823510050341e-02,1.377346964702010068e-01,1.377346964702010068e-01,4.132040894106030204e-02,4.132040894106030204e-02,2.066020447053015241e-01,2.066020447053015241e-01,9.720559312724068590e-01,1.944111862544813718e+01,2.490893323885542543e+02,2.187125845362915211e+00,2.922103482080801484e+01,2.490893323885542543e+02
3.591965027060359250e-01,5.684519345685838942e+00,9.722038477379830734e-01,9.945895709563046250e-01,1.037130676698312139e-02,2.809194498695433140e-01,3.032136212568730116e-01,1.571418450629990388e-02,7.032211751490831109e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,1.054831762723624639e-01,1.054831762723624639e-01,2.109663525447249277e-01,2.109663525447249277e-01,6.328990576341747554e-02,6.328990576341747554e-02,3.164495288170873777e-01,3.164495288170873777e-01,9.063845021654393097e-01,1.812769004330878531e+01,2.322610286798938262e+02,2.039365129872238391e+00,6.440450296486585557e+01,2.322610286798938262e+02
2.273398570436984123e-01,2.252881233207881362e+00,4.667533380817622257e-01,2.334751847130246638e+00,2.265129179596714337e-02,7.175196879543364048e-01,1.814441771712154150e-01,2.511153776739164997e-02,5.225068634748458729e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,7.837602952122688094e-02,7.837602952122688094e-02,1.567520590424537619e-01,1.567520590424537619e-01,4.702561771273612579e-02,4.702561771273612579e-02,2.351280885636806428e-01,2.351280885636806428e-01,9.753311869517949928e-01,1.950662373903590208e+01,2.499286166563974803e+02,2.194495170641538984e+00,2.746631659057583619e+01,2.499286166563974803e+02
2.734111718926578449e-01,4.556863263063132052e+00,6.843717301730067870e-01,1.477608114527538374e+00,2.528084026156738121e-02,5.373072512447834015e-01,3.348161315079778433e-01,2.457161786083504260e-02,6.192052721232175205e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,9.288079081848261975e-02,9.288079081848261975e-02,1.857615816369652395e-01,1.857615816369652395e-01,5.572847449108957185e-02,5.572847449108957185e-02,2.786423724554478731e-01,2.786423724554478731e-01,9.279399136103376744e-01,1.855879827220675438e+01,2.377846028626490238e+02,2.087864805623259823e+00,5.285619128326155192e+01,2.377846028626490238e+02
4.490569849591701246e-01,3.262724223360419007e+00,5.138147185649724058e-01,3.199521160614676951e+00,1.802006291615031522e-02,4.757384844124317169e-01,2.123228765558451414e-01,1.396830458933394359e-02,8.695605625212192713e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,1.304340843781828796e-01,1.304340843781828796e-01,2.608681687563657592e-01,2.608681687563657592e-01,7.826045062690972776e-02,7.826045062690972776e-02,3.913022531345486388e-01,3.913022531345486388e-01,9.539766078629566826e-01,1.907953215725913410e+01,2.444565057648826496e+02,2.146447367691652452e+00,3.890703233742090106e+01,2.444565057648826496e+02
4.299433974269777359e-01,5.013706546090542560e+00,7.305000723153354247e-01,2.025600696261972367e+00,2.888776336818560386e-02,4.193827896378934383e-01,2.904320782981812954e-01,1.710161424969322899e-02,7.184716436266899153e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,1.077707465440034817e-01,1.077707465440034817e-01,2.155414930880069635e-01,2.155414930880069635e-01,6.466244792640209182e-02,6.466244792640209182e-02,3.233122396320104452e-01,3.233122396320104452e-01,9.190848834242419940e-01,1.838169766848483988e+01,2.355155013774620159e+02,2.067940987704544487e+00,5.760027370546231396e+01,2.355155013774620159e+02
2.907085056137292955e-01,2.745344913378357621e+00,5.605965613760054422e-01,1.212679595849476710e+00,1.663523607009462918e-02,6.058599441312253475e-01,1.629263148643076420e-01,2.645503911271411546e-02,4.766570214182138665e-01,3.000000000000000062e-03,8.000000000000000167e-02,6.200000000000000270e-05,0.000000000000000000e+00,1.070000000000000062e+00,1.600000000000000089e+00,1.699999999999999905e-03,0.000000000000000000e+00,7.499999999999999722e-02,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,1.799999999999999933e-01,5.199999999999999680e-05,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,6.000000000000000125e-03,2.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+02,0.000000000000000000e+00,1.699999999999999956e+00,2.500000000000000000e+00,4.000000000000000000e+01,1.499999999999999944e-02,2.000000000000000000e+01,5.000000000000000000e-01,2.500000000000000000e-01,2.000000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-02,2.000000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,7.149855321273207442e-02,7.149855321273207442e-02,1.429971064254641488e-01,1.429971064254641488e-01,4.289913192763924327e-02,4.289913192763924327e-02,2.144956596381962233e-01,2.144956596381962233e-01,9.647991936816284753e-01,1.929598387363256862e+01,2.472297933809173003e+02,2.170798185783664014e+00,3.310883198506749636e+01,2.472297933809173003e+02
